"performer","song","duration_ms","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","spotify_popularity","billboard_weeks"
"Depeche Mode","Personal Jesus",224906,0.637,0.682,11,-11.625,1,0.0366,0.0112,0.0234,0.0473,0.714,129.983,4,62,20
"Karla Bonoff","Personally",216200,0.746,0.461,11,-10.229,1,0.0334,0.694,2.74e-05,0.156,0.694,104.1,4,28,18
"Roddy Ricch Featuring Meek Mill","Peta",198848,0.778,0.573,10,-7.339,0,0.251,0.015,0,0.464,0.269,140.114,4,83,4
"Ariana Grande","Pete Davidson",73813,0.652,0.31,4,-10.212,1,0.0509,0.43,1.16e-05,0.182,0.304,119.913,4,69,1
"Ray Anthony and His Orchestra","Peter Gunn",111293,0.605,0.522,7,-12.757,0,0.0314,0.599,0.741,0.31,0.908,118.777,4,19,17
"Kelsea Ballerini","Peter Pan",200040,0.514,0.659,1,-6.142,1,0.0309,0.0284,0,0.266,0.463,76.483,4,63,20
"Frank Mills","Peter Piper",162493,0.457,0.135,0,-26.149,1,0.0427,0.965,0.693,0.106,0.809,107.235,4,23,9
"Dee Jay And The Runaways","Peter Rabbit",132760,0.615,0.529,11,-11.25,0,0.0445,0.0133,0.000527,0.0921,0.811,143.992,4,5,11
"Porno For Pyros","Pets",216733,0.578,0.515,11,-9.541,1,0.0347,0.05,0.0268,0.119,0.302,112.879,4,55,10
"Bobby Vinton","Petticoat White (Summer Sky Blue)",143173,0.599,0.648,10,-10.893,1,0.0301,0.456,0,0.336,0.806,105.316,4,4,3
"The Shins","Phantom Limb",287533,0.515,0.871,9,-4.113,1,0.0367,0.000585,0,0.0877,0.498,119.869,4,60,1
"Gary Wright","Phantom Writer",214920,0.605,0.562,9,-8.725,1,0.0274,0.0134,0.000598,0.05,0.225,112.327,4,10,7
"Eminem","Phenomenal",282546,0.64,0.841,1,-2.426,0,0.0466,0.153,0,0.0457,0.0471,121.075,4,62,1
"LL Cool J","Phenomenon",244733,0.812,0.605,7,-8.342,1,0.289,0.000452,5.48e-06,0.0796,0.441,105.859,4,53,9
"B.B. King","Philadelphia",359567,0.714,0.577,5,-15.192,0,0.0377,0.00619,0.123,0.0454,0.961,109.629,4,8,7
"Herbie Mann","Philly Dog",146719,0.685,0.653,3,-11.079,1,0.0517,0.6,0.0618,0.251,0.966,144.213,4,4,1
"The Mar-Keys","Philly Dog",189360,0.58,0.798,3,-5.673,1,0.0389,0.0732,0.8,0.912,0.849,146.55,4,32,5
"Def Leppard","Photograph",247962,0.602,0.877,4,-6.606,1,0.0515,0.000343,0.635,0.0551,0.617,123.679,4,65,17
"Ed Sheeran","Photograph",258986,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,4,85,30
"J. Cole","Photograph",218953,0.825,0.487,1,-6.416,1,0.233,0.0299,0,0.0868,0.372,105.05,3,67,2
"Nickelback","Photograph",258920,0.513,0.877,8,-3.756,1,0.0292,0.000932,0.000163,0.136,0.389,145.919,4,68,33
"Ringo Starr","Photograph",239760,0.617,0.696,4,-12.739,1,0.0282,0.0155,0.000199,0.108,0.9,111.136,4,59,16
"Domino","Physical Funk",213034,0.755,0.621,9,-7.384,1,0.394,0.00965,0,0.0927,0.621,99.453,4,10,6
"Dua Lipa","Physical",193829,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,4,78,2
"Glee Cast Featuring Olivia Newton-John","Physical",198906,0.789,0.698,0,-5.837,1,0.0467,0.0236,0,0.0959,0.416,123.849,4,41,1
"Olivia Newton-John","Physical",224773,0.839,0.633,4,-11.353,0,0.0445,0.0728,3.07e-05,0.31,0.839,123.816,4,58,26
"Brenda Russell Featuring Joe Esposito","Piano In The Dark",320800,0.737,0.317,0,-16.973,0,0.0252,0.428,0.000114,0.0924,0.443,99.735,4,46,25
"Billy Joel","Piano Man",339000,0.331,0.55,0,-6.483,1,0.0272,0.605,3.96e-06,0.192,0.429,177.734,3,75,14
"Famous Dex Featuring A$AP Rocky","Pick It Up",191251,0.921,0.467,1,-8.443,1,0.119,0.0149,0.000238,0.334,0.287,135.995,4,74,19
"Home Team","Pick It Up",181826,0.91,0.665,8,-8.374,1,0.0975,0.000132,0.515,0.0869,0.284,111.899,4,17,2
"Carla Thomas","Pick Up The Pieces",169813,0.511,0.644,5,-7.663,0,0.032,0.435,5.31e-06,0.264,0.731,93.402,4,22,6
"Jazmine Sullivan","Pick Up Your Feelings",232096,0.729,0.414,7,-6.138,0,0.0565,0.291,0,0.0793,0.565,85.729,3,70,17
"Peggy Scott & Jo Jo Benson","Pickin' Wild Mountain Berries",174266,0.841,0.339,0,-20.356,1,0.0795,0.214,0.00239,0.0522,0.948,123.752,4,0,10
"Keith Anderson","Pickin' Wildflowers",185920,0.561,0.716,8,-3.341,1,0.0291,0.0353,0,0.122,0.667,152.089,4,63,12
"Joe Diffie","Pickup Man",216173,0.712,0.723,7,-7.47,1,0.0377,0.426,0,0.264,0.867,140.566,4,63,5
"Taylor Swift","Picture To Burn",173066,0.668,0.861,7,-2.03,1,0.0312,0.16,0,0.102,0.829,105.587,4,60,20
"Kid Rock Featuring Sheryl Crow","Picture",298960,0.692,0.496,7,-7.332,1,0.0241,0.172,6.42e-06,0.107,0.376,97.945,4,68,34
"The Who","Pictures Of Lily",162760,0.524,0.691,7,-10.589,1,0.0464,0.353,0,0.148,0.778,126.839,4,41,6
"The Status Quo","Pictures Of Matchstick Men",204310,0.456,0.475,7,-10.487,1,0.0347,0.00152,0.7,0.338,0.385,166.094,4,0,17
"The Cure","Pictures Of You",448466,0.484,0.776,9,-6.48,1,0.0312,0.00371,0.109,0.131,0.495,171.935,4,58,8
"The Last Goodnight","Pictures Of You",190173,0.325,0.816,2,-3.714,1,0.0633,0.165,0,0.0729,0.579,207.673,4,58,18
"Kelly Clarkson","Piece By Piece",212280,0.561,0.245,1,-6.372,1,0.0344,0.904,0,0.0933,0.402,109.558,4,67,15
"The Tubes","Piece By Piece",265693,0.647,0.841,4,-8.128,0,0.049,0.00126,0,0.121,0.871,124.921,4,14,2
"Britney Spears","Piece Of Me",212106,0.769,0.638,11,-5.054,1,0.216,0.0902,0,0.0857,0.782,115.007,4,65,20
"Big Brother And The Holding Company","Piece Of My Heart",253333,0.443,0.727,4,-7.951,1,0.145,0.263,0.000141,0.169,0.566,160.82,4,69,12
"Erma Franklin","Piece Of My Heart",157266,0.467,0.783,8,-5.207,1,0.0528,0.139,0.0214,0.08,0.591,160.841,4,53,8
"Sammy Hagar","Piece Of My Heart",237693,0.516,0.56,2,-11.029,1,0.0339,0.0544,0.000431,0.0698,0.713,89.574,4,30,4
"Shaggy (Featuring Marsha)","Piece Of My Heart",257399,0.756,0.596,4,-7.331,1,0.201,0.324,4.37e-06,0.0884,0.339,82.447,4,35,10
"Tara Kemp","Piece Of My Heart",289740,0.536,0.823,1,-10.696,1,0.0687,0.111,0.000432,0.0543,0.916,200.128,4,17,18
"Three Dog Night","Pieces Of April",250626,0.341,0.2,10,-17.559,1,0.0377,0.709,0.000242,0.112,0.467,178.519,4,29,14
"Diana Ross","Pieces Of Ice",297013,0.865,0.601,7,-9.718,0,0.0471,0.141,0.0705,0.0808,0.585,132.86,4,7,10
"Ashlee Simpson","Pieces Of Me",217440,0.5,0.802,2,-4.205,1,0.104,0.0535,0,0.103,0.739,174.039,4,55,21
"50 Cent","Piggy Bank",255173,0.48,0.845,10,-4.127,0,0.303,0.012,0,0.331,0.872,79.374,4,52,1
"Zayn","Pillowtalk",202746,0.584,0.7,11,-4.275,1,0.0456,0.117,0,0.0939,0.438,124.944,4,79,24
"Rod Wave","Pills & Billz",155031,0.725,0.548,5,-9.406,1,0.23,0.162,0,0.182,0.696,160.858,4,63,1
"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black","Pills And Automobiles",292910,0.82,0.696,7,-4.918,0,0.182,0.119,0,0.231,0.617,144.981,4,69,19
"Nicki Minaj","Pills N Potions",268000,0.391,0.604,2,-8.104,1,0.212,0.00812,5.18e-06,0.0443,0.168,169.658,4,61,18
"Charlie Dore","Pilot Of The Airwaves",227000,0.62,0.498,0,-9.084,1,0.0366,0.457,0,0.509,0.604,119.215,4,25,17
"Nelly","Pimp Juice",292173,0.81,0.649,9,-9.094,1,0.0908,0.199,7.66e-05,0.171,0.59,74.383,4,50,7
"Dru Down","Pimp Of The Year",254093,0.931,0.513,2,-4.655,1,0.263,0.108,0.000435,0.272,0.3,101.064,4,49,16
"Ludacris Featuring Bobby Valentino","Pimpin' All Over The World",329626,0.69,0.877,1,-4.074,0,0.264,0.257,0,0.14,0.779,92.165,4,56,20
"James Darren","Pin A Medal On Joey",141293,0.608,0.719,11,-12.563,0,0.103,0.751,3.4e-05,0.521,0.825,89.976,4,6,6
"The Newcomers","Pin The Tail On The Donkey",168120,0.572,0.8,8,-5.499,1,0.135,0.719,5.28e-05,0.673,0.911,116.332,4,4,5
"The Who","Pinball Wizard",180943,0.543,0.715,2,-8.89,1,0.0356,0.0192,0,0.256,0.468,124.011,4,70,11
"Brian Protheroe","Pinball",193453,0.627,0.478,3,-11.919,1,0.126,0.645,0.0119,0.08,0.383,74.596,4,44,7
"Barenaked Ladies","Pinch Me",285160,0.68,0.857,7,-4.132,1,0.0373,0.0151,2.88e-05,0.056,0.794,95.349,4,58,21
"Frank Ocean","Pink + White",184516,0.544,0.552,9,-7.45,1,0.0991,0.67,4.57e-05,0.415,0.554,159.738,3,79,1
"Natalie Cole","Pink Cadillac",268666,0.901,0.576,5,-10.314,0,0.0566,0.41,9.72e-05,0.0447,0.959,124.995,4,40,17
"Prince","Pink Cashmere",374893,0.731,0.435,1,-8.338,1,0.0465,0.568,8.53e-05,0.0901,0.861,167.142,4,35,9
"Mitchell Torok","Pink Chiffon",154800,0.71,0.466,9,-3.611,0,0.0298,0.635,0,0.0863,0.508,114.425,4,7,9
"John Mellencamp","Pink Houses",283666,0.635,0.795,7,-5.313,1,0.0269,0.0514,3.08e-06,0.0751,0.628,115.23,4,63,16
"Dodie Stevens","Pink Shoe Laces",145160,0.758,0.587,5,-10.462,0,0.107,0.678,0,0.324,0.882,85.81,4,44,19
"Aerosmith","Pink",235360,0.431,0.751,0,-5.124,1,0.0423,0.0134,4.45e-06,0.126,0.777,171.848,4,63,13
"Domenico Modugno","Piove (Ciao, Ciao Bambina)",184906,0.322,0.437,2,-10.359,1,0.0446,0.891,1.88e-05,0.404,0.269,124.316,4,24,1
"Blues Magoos","Pipe Dream",144973,0.303,0.732,9,-8.462,0,0.0386,0.013,4.18e-06,0.29,0.691,149.921,4,7,6
"Jimmy Beck & His Orchestra","Pipe Dreams",138946,0.564,0.697,2,-9.215,1,0.0964,0.781,0.897,0.333,0.569,122.41,4,1,2
"Chantay's","Pipeline",139253,0.447,0.438,9,-16.43,0,0.0382,0.785,0.868,0.133,0.697,152.129,4,41,16
"Kenny Chesney","Pirate Flag",225426,0.559,0.795,7,-6.255,1,0.052,0.0787,4.83e-06,0.102,0.553,160.039,4,57,18
"Michael W. Smith","Place In This World",240173,0.446,0.559,4,-8.319,1,0.0285,0.388,1.78e-05,0.153,0.372,145.419,4,44,21
"A$AP Ferg","Plain Jane",173600,0.797,0.844,11,-5.482,1,0.275,0.0651,0,0.087,0.52,170.142,4,79,3
"A$AP Ferg Featuring Nicki Minaj","Plain Jane",173600,0.797,0.844,11,-5.482,1,0.275,0.0651,0,0.087,0.52,170.142,4,79,24
"Bobby Darin","Plain Jane",115266,0.801,0.771,10,-6.065,0,0.259,0.765,0,0.372,0.935,111.979,4,20,9
"Sammy Hagar","Plain Jane",229266,0.677,0.616,2,-13.019,1,0.0306,0.0404,1.76e-05,0.0704,0.824,125.969,4,27,7
"Afrika Bambaataa & The Soul Sonic Force","Planet Rock",319960,0.915,0.807,6,-9.636,0,0.13,0.011,0.000122,0.201,0.708,127.35,4,54,11
"Jeremih Featuring J. Cole","Planez",240320,0.65,0.557,1,-7.762,1,0.312,0.674,0,0.11,0.4,129.285,4,73,20
"Drake & Future","Plastic Bag",202084,0.845,0.479,1,-6.065,1,0.299,0.0104,1.84e-06,0.157,0.349,170.921,3,59,2
"Sonny & Cher","Plastic Man",213040,0.452,0.78,8,-9.342,1,0.0642,0.16,2.27e-05,0.332,0.388,136.799,4,4,3
"David Guetta Featuring Ne-Yo & Akon","Play Hard",201000,0.7,0.925,8,-1.648,0,0.0524,0.167,0,0.28,0.79,130.036,4,59,9
"Luke Bryan","Play It Again",226866,0.51,0.898,11,-3.15,1,0.0696,0.0832,0,0.071,0.596,144.056,4,76,20
"Neil Diamond","Play Me",232066,0.465,0.263,2,-16.311,1,0.027,0.484,0.000219,0.129,0.398,106.943,3,46,11
"Jonas Brothers","Play My Music",197506,0.466,0.877,2,-3.54,1,0.13,0.000856,0,0.23,0.765,177.708,4,59,5
"Big Sean Featuring Chris Brown & Ty Dolla $ign","Play No Games",216653,0.749,0.701,1,-3.914,1,0.0513,0.0734,0,0.216,0.351,81.479,4,59,14
"Jefferson Starship","Play On Love",223000,0.626,0.624,0,-11.901,1,0.0329,0.383,0.00074,0.531,0.728,133.732,4,25,6
"Brooks & Dunn","Play Something Country",195586,0.684,0.909,0,-3.797,1,0.0321,0.0782,1.22e-06,0.373,0.864,115.034,4,57,17
"Three Dog Night","Play Something Sweet (Brickyard Blues)",288293,0.551,0.656,6,-9.153,0,0.0529,0.16,0,0.0741,0.96,110.804,4,28,12
"Roxanne","Play That Funky Music",207453,0.69,0.787,9,-10.431,1,0.0554,0.0433,0.000126,0.361,0.716,110.901,4,6,7
"Vanilla Ice","Play That Funky Music",285800,0.851,0.514,4,-15.279,0,0.165,0.000928,3.58e-06,0.381,0.573,100.425,4,43,17
"Wild Cherry","Play That Funky Music",3e+05,0.814,0.672,9,-12.068,1,0.0619,0.0435,0,0.061,0.933,109.394,4,68,25
"Train","Play That Song",243253,0.392,0.825,0,-2.068,0,0.0535,0.0231,2.25e-06,0.0972,0.482,98.959,4,69,20
"Kansas","Play The Game Tonight",207786,0.641,0.631,2,-8.708,0,0.0329,0.202,1.62e-06,0.0674,0.248,118.127,4,47,15
"Queen","Play The Game",212533,0.397,0.692,5,-5.684,1,0.0294,0.446,0,0.0961,0.322,78.356,4,52,9
"B.o.B Featuring Andre 3000","Play The Guitar",204064,0.574,0.906,7,-4.259,1,0.298,0.00836,0,0.134,0.377,134.172,5,32,2
"The Rolling Stones","Play With Fire",133320,0.574,0.413,2,-9.548,1,0.0269,0.238,0.000298,0.242,0.0876,108.719,4,58,1
"Keyshia Cole Featuring 2Pac","Playa Cardz Right",291240,0.6,0.583,5,-5.455,0,0.0446,0.0426,0,0.279,0.191,86.077,4,57,13
"R. Kelly Featuring The Game","Playa's Only",231967,0.818,0.735,1,-5.95,1,0.076,0.116,0,0.285,0.502,98.386,4,38,7
"3LW","Playas Gon' Play",283533,0.656,0.724,6,-5.465,0,0.124,0.00395,4.98e-05,0.269,0.62,185.748,4,49,7
"Rappin' 4-Tay","Playaz Club",266333,0.868,0.372,4,-12.704,0,0.177,0.0103,0.00455,0.076,0.666,99.965,4,53,21
"Gene And Debbe","Playboy",175720,0.598,0.446,2,-11.247,1,0.0317,0.414,0,0.159,0.394,104.212,4,15,16
"The Marvelettes","Playboy",164840,0.866,0.698,0,-5.612,1,0.0549,0.38,0,0.06,0.935,123.843,4,43,15
"David Banner","Play",230133,0.834,0.652,1,-7.899,0,0.18,0.000235,0.0933,0.206,0.548,95.015,4,54,20
"Junior M.A.F.I.A.","Player's Anthem",322226,0.788,0.626,0,-8.582,1,0.354,0.262,0,0.0791,0.74,87.96,4,48,20
"OutKast","Player's Ball",261266,0.857,0.764,1,-6.304,1,0.246,0.0402,0,0.425,0.579,93.071,4,61,20
"T.W.D.Y. Featuring Too Short & Mac Mall","Players Holiday",284693,0.851,0.732,4,-5.056,1,0.129,0.0325,9.14e-06,0.517,0.648,92.003,4,25,16
"Clint Holmes","Playground In My Mind",172746,0.704,0.681,5,-7.4,1,0.0343,0.431,0,0.11,0.927,125.209,4,27,23
"Another Bad Creation","Playground",249836,0.788,0.774,6,-11.399,1,0.111,0.101,0,0.94,0.784,110.491,4,36,17
"Summer Walker","Playing Games",143226,0.726,0.408,11,-6.606,0,0.0614,0.603,0,0.225,0.459,115.918,4,81,20
"Little River Band","Playing To Win",179120,0.654,0.948,7,-5.273,1,0.102,0.249,0,0.193,0.848,130.557,4,37,8
"Shot In The Dark","Playing With Lightning",245849,0.499,0.736,0,-12.301,1,0.0416,0.0908,9.96e-05,0.832,0.879,158.306,4,1,5
"Kenny Loggins","Playing With The Boys",239266,0.638,0.87,2,-7.93,1,0.0362,0.0885,8.96e-06,0.116,0.892,141.674,4,57,12
"Jennifer Lopez","Play",211493,0.775,0.729,1,-4.229,0,0.162,0.0303,0.00247,0.0361,0.895,104.719,4,52,20
"The Monkees","Pleasant Valley Sunday",194466,0.421,0.727,9,-6.384,1,0.0344,0.203,0,0.235,0.541,89.973,4,46,10
"Karla Bonoff","Please Be The One",246733,0.706,0.247,2,-16.729,1,0.0343,0.839,0.00348,0.0437,0.422,90.306,4,15,7
"Charles Brown","Please Come Home For Christmas",170945,0.503,0.238,4,-17.378,1,0.0359,0.801,0.000562,0.0816,0.358,180.917,3,64,3
"Eagles","Please Come Home For Christmas",177440,0.612,0.289,9,-11.568,1,0.0421,0.599,0.00266,0.0561,0.466,183.18,3,75,9
"Dave Loggins","Please Come To Boston",246080,0.563,0.418,4,-8.503,1,0.0287,0.374,0,0.102,0.347,133.493,4,46,18
"Bobby Vee","Please Don't Ask About Barbara",124800,0.515,0.342,3,-10.801,1,0.0265,0.538,5.68e-05,0.355,0.68,92.383,4,16,11
"The Cyrkle","Please Don't Ever Leave Me",117973,0.516,0.336,7,-12.697,1,0.0295,0.103,0.00123,0.727,0.708,131.575,4,7,5
"New Kids On The Block","Please Don't Go Girl",247226,0.661,0.598,3,-6.967,1,0.0359,0.187,0,0.0605,0.653,151.538,4,47,28
"Boyz II Men","Please Don't Go",263960,0.65,0.665,6,-12.763,0,0.0469,0.208,0,0.304,0.725,135.598,4,53,20
"Immature","Please Don't Go",271933,0.572,0.338,4,-9.547,0,0.0338,0.282,0.000131,0.123,0.271,131.715,4,32,13
"K.W.S.","Please Don't Go",373600,0.725,0.954,8,-7.234,1,0.0375,0.0437,0.0857,0.132,0.594,120.248,4,39,26
"KC And The Sunshine Band","Please Don't Go",230533,0.482,0.615,6,-11.093,1,0.0398,0.00888,1.78e-06,0.0431,0.437,96.307,4,49,26
"Mike Posner","Please Don't Go",196813,0.699,0.882,4,-3.896,0,0.0311,0.00296,0.0544,0.13,0.657,120.016,4,63,20
"No Mercy","Please Don't Go",240093,0.715,0.838,7,-10.541,0,0.0341,0.169,3.67e-05,0.395,0.962,124.625,4,41,18
"Ral Donner","Please Don't Go",135183,0.532,0.328,4,-14.286,1,0.036,0.941,0.000146,0.372,0.643,101.307,4,1,9
"Tank","Please Don't Go",353640,0.486,0.434,0,-10.087,0,0.434,0.509,0,0.458,0.623,76.367,3,41,20
"P!nk","Please Don't Leave Me",231560,0.589,0.845,6,-4.497,1,0.0378,0.00883,0,0.326,0.746,138.026,4,59,26
"Lauren Wood","Please Don't Leave",238491,0.757,0.554,2,-9.822,1,0.0423,0.211,3.26e-05,0.053,0.859,124.061,4,10,15
"Elvis Presley","Please Don't Stop Loving Me",123106,0.321,0.0683,8,-17.413,1,0.0471,0.969,0.00217,0.124,0.313,174.409,4,26,8
"Ronnie Milsap","Please Don't Tell Me How The Story Ends",163613,0.31,0.38,0,-10.414,1,0.0286,0.308,0.000228,0.205,0.371,170.519,4,26,2
"Plies Featuring Jamie Foxx & The-Dream","Please Excuse My Hands",264440,0.698,0.828,2,-5.248,0,0.0756,0.0229,0,0.0836,0.484,124.964,4,46,12
"Bryan Adams","Please Forgive Me",355640,0.587,0.456,9,-7.011,1,0.0262,0.516,0,0.104,0.144,134.11,4,54,28
"Hank Locklin","Please Help Me, I'm Falling",141466,0.552,0.336,7,-10.712,1,0.0311,0.828,0,0.324,0.553,105.479,4,50,22
"The Beach Boys","Please Let Me Wonder",167266,0.54,0.49,10,-8.141,1,0.0305,0.777,0.208,0.104,0.488,116.968,4,31,5
"Bobby Vinton","Please Love Me Forever",157533,0.455,0.265,6,-11.402,0,0.029,0.615,1.02e-05,0.237,0.278,76.005,4,49,13
"Cathy Jean and The Roommates","Please Love Me Forever",209586,0.602,0.407,2,-6.457,1,0.0243,0.316,0,0.231,0.249,105.211,3,7,12
"Tommy Edwards","Please Love Me Forever",154560,0.533,0.37,10,-12.607,1,0.0267,0.652,0,0.101,0.587,110.548,3,21,3
"Cardi B & Bruno Mars","Please Me",200889,0.747,0.57,1,-6.711,1,0.081,0.0642,0,0.0832,0.65,133.992,4,79,20
"Olivia Newton-John","Please Mr. Please",202560,0.463,0.453,5,-13.204,1,0.0371,0.371,0,0.0993,0.561,145.796,4,42,15
"Carpenters","Please Mr. Postman",172733,0.664,0.547,9,-11.594,1,0.0281,0.139,1.79e-06,0.239,0.964,132.943,4,64,17
"The Marvelettes","Please Mr. Postman",148040,0.786,0.783,2,-5.191,1,0.0314,0.723,0,0.195,0.968,121.451,4,69,24
"The Vogues","Please Mr. Sun",142988,0.378,0.484,1,-7.762,1,0.028,0.613,0,0.212,0.41,103.742,4,4,8
"Tommy Edwards","Please Mr. Sun",142680,0.472,0.4,0,-10.145,0,0.0388,0.698,0,0.344,0.425,115.822,4,27,13
"Rufus Featuring Chaka Khan","Please Pardon Me (You Remind Me Of A Friend)",179666,0.446,0.543,10,-10.559,1,0.0603,0.372,0.000701,0.0378,0.876,173.226,4,23,6
"The Beatles","Please Please Me",120853,0.527,0.48,4,-9.61,1,0.028,0.334,0,0.0702,0.706,139.388,4,63,13
"Danielle Bradbery","Please Remember Me",218293,0.475,0.556,8,-5.901,1,0.0259,0.00955,0.00619,0.101,0.285,76.017,4,25,1
"Tim McGraw","Please Remember Me",296333,0.465,0.54,1,-7.097,1,0.0277,0.177,2.82e-06,0.106,0.234,75.88,4,47,20
"The Temptations","Please Return Your Love To Me",143933,0.441,0.349,7,-11.864,1,0.0458,0.717,0,0.061,0.845,163.649,4,23,7
"The Drifters","Please Stay",137800,0.718,0.387,10,-10.208,1,0.0294,0.358,0,0.216,0.718,113.001,4,28,12
"Jackie Wilson","Please Tell Me Why",122000,0.472,0.397,10,-5.409,1,0.0362,0.804,0,0.301,0.672,106.082,3,20,8
"The Dave Clark Five","Please Tell Me Why",92573,0.278,0.561,0,-9.077,1,0.036,0.0153,0,0.105,0.924,207.729,3,4,7
"Future","Please Tell Me",204520,0.881,0.549,10,-5.589,1,0.272,0.0091,0,0.137,0.202,144.019,4,59,1
"John Denver","Please, Daddy",156253,0.59,0.235,0,-12.521,1,0.0327,0.644,0,0.0967,0.685,137.421,4,43,5
"James Brown And The Famous Flames","Please, Please, Please",164693,0.708,0.183,5,-12.689,1,0.0356,0.717,0,0.113,0.724,109.402,4,36,2
"Sawyer Fredericks","Please",230413,0.416,0.517,0,-6.24,1,0.0273,0.115,3.1e-05,0.106,0.348,147.958,4,26,1
"The Kinleys","Please",214826,0.562,0.54,4,-6.351,1,0.0259,0.557,0,0.0948,0.277,140.77,4,22,12
"Divinyls","Pleasure And Pain",232000,0.652,0.766,2,-8.556,0,0.03,0.16,0,0.23,0.774,135.689,4,44,7
"The Soup Dragons","Pleasure",234720,0.606,0.864,7,-5.461,1,0.0599,0.0116,0,0.151,0.942,121.049,4,23,8
"Robert Plant","Pledge Pin",242106,0.442,0.916,9,-5.785,0,0.131,0.0955,0.0526,0.0756,0.65,157.411,4,25,5
"Johnny Tillotson","Pledging My Love",151933,0.336,0.396,5,-8.953,1,0.0274,0.919,0,0.153,0.459,84.794,3,21,6
"Roy Hamilton","Pledging My Love",170600,0.377,0.245,7,-13.161,1,0.0347,0.86,4.04e-06,0.219,0.279,84.47,3,1,12
"Rich The Kid","Plug Walk",175229,0.876,0.519,11,-6.531,1,0.143,0.202,0,0.108,0.158,94.981,4,78,20
"Do Or Die (Featuring Twista)","Po Pimp",234826,0.81,0.428,0,-14.248,1,0.272,0.0623,0,0.116,0.649,142.075,4,52,20
"Nappy Roots Featuring Anthony Hamilton","Po' Folks",255226,0.854,0.847,2,-3.03,1,0.258,0.212,0,0.0894,0.651,86.062,4,49,23
"Frank Sinatra","Pocketful Of Miracles",159773,0.615,0.373,0,-10.775,1,0.034,0.501,0,0.369,0.697,117.278,4,36,9
"Natasha Bedingfield","Pocketful Of Sunshine",202906,0.721,0.88,9,-3.896,0,0.0454,0.191,0,0.0769,0.655,110.021,4,62,35
"Kendrick Lamar Featuring Drake","Poetic Justice",300160,0.779,0.572,6,-9.985,0,0.378,0.157,0,0.246,0.647,135.956,4,69,24
"Johnny Tillotson","Poetry In Motion",154466,0.477,0.703,8,-7.332,1,0.0326,0.433,0,0.0908,0.875,135.342,4,55,15
"Phoebe Snow","Poetry Man",278800,0.511,0.242,7,-15.735,1,0.0318,0.41,0,0.111,0.596,131.82,4,46,18
"Justin Moore","Point At You",180720,0.626,0.805,7,-5.81,1,0.0449,0.0126,0,0.156,0.882,116.03,4,50,19
"Smokey Robinson & The Miracles","Point It Out",155853,0.418,0.456,4,-9.309,1,0.0294,0.58,0,0.15,0.89,180.184,4,15,8
"Kansas","Point Of Know Return",190760,0.687,0.59,5,-5.204,1,0.0367,0.0889,0.000173,0.171,0.653,136.232,4,49,14
"Adam Wade","Point Of No Return",180666,0.38,0.13,2,-17.021,1,0.0306,0.825,0,0.14,0.217,100.939,4,0,4
"Expose","Point Of No Return",207866,0.6,0.814,0,-9.411,1,0.0415,0.00342,0.00209,0.0605,0.873,120.037,4,49,17
"Gene McDaniels","Point Of No Return",139200,0.645,0.425,5,-8.352,1,0.0469,0.46,0,0.0584,0.885,140.995,4,19,10
"Nu Shooz","Point Of No Return",266040,0.691,0.839,5,-10.401,1,0.05,0.0193,0.0701,0.0503,0.808,109.152,4,39,22
"The Surfaris","Point Panic",126573,0.242,0.874,4,-14.809,1,0.0467,0.00528,0.893,0.848,0.879,190.94,4,18,8
"Carl Perkins","Pointed Toe Shoes",119200,0.54,0.662,9,-11.538,1,0.0528,0.735,2.4e-06,0.336,0.967,158.236,4,18,2
"ABC","Poison Arrow",204266,0.736,0.876,11,-5.894,0,0.0839,0.182,0.00776,0.119,0.802,125.843,4,53,15
"The Coasters","Poison Ivy",164320,0.75,0.586,1,-8.985,1,0.0706,0.381,0,0.142,0.972,137.194,4,44,16
"Alice Cooper","Poison",270080,0.28,0.908,2,-5.509,0,0.109,0.0327,8.85e-06,0.18,0.26,118.698,4,71,19
"Bell Biv DeVoe","Poison",261853,0.829,0.573,6,-10.316,0,0.224,0.00216,0.00432,0.612,0.803,111.848,4,67,22
"Glee Cast","Poker Face",219613,0.467,0.195,4,-9.281,1,0.0656,0.924,0,0.138,0.288,75.896,4,54,4
"Lady Gaga","Poker Face",237200,0.846,0.815,4,-4.512,1,0.0761,0.139,2.19e-06,0.131,0.831,118.999,4,70,40
"Hugh Laurie","Police Dog Blues",213013,0.682,0.366,9,-8.391,1,0.0353,0.902,0.000119,0.0965,0.59,125.08,4,29,2
"Depeche Mode","Policy Of Truth",294040,0.679,0.66,8,-7.301,1,0.028,0.00938,0.258,0.118,0.356,114.209,4,58,16
"Tony Joe White","Polk Salad Annie",223533,0.783,0.543,9,-11.565,1,0.0412,0.303,0.0159,0.0892,0.833,132.035,4,54,12
"Jonas Brothers","Pom Poms",198053,0.677,0.977,1,-2.198,0,0.0902,0.0663,0,0.281,0.902,148.006,4,48,1
